40,39,39
244,245,246
242,242,242
244,244,240
242,236,236
26,26,26
211,141,92
50,50,60
186,198,192
251,246,200
207,112,53
23,23,23
75,81,93
235,21,63
12,15,16
44,36,35
36,34,36
28,29,31
28,28,28
194,206,211
196,206,219
21,23,22
210,7,45
241,239,234
26,26,26
230,42,58
123,25,37
34,33,39
23,28,47
196,196,196
35,35,35
18,19,21
18,22,24
230,229,222
69,65,55
29,29,29
2,62,80
229,231,228
105,101,103
84,83,80
79,76,77
47,44,46
209,208,208
26,29,55
28,29,29
220,223,222
36,40,41
25,27,28
37,37,56
37,43,61
241,241,241
14,15,16
237,237,239
31,106,112
237,237,238
20,20,20
242,242,241
227,225,213
215,215,214
156,53,50
33,36,67
27,27,25
240,239,235
236,236,236
37,57,54
203,194,186
24,30,43
34,34,34
221,156,82
106,72,68
21,23,22
39,39,39
30,31,30
131,132,141
224,223,221
26,26,28
27,33,45
46,48,42
249,227,220
56,59,58
45,45,46
35,43,42
26,26,28
32,35,51
46,49,68
239,239,235
232,231,216
34,33,34
110,142,138
154,71,87
74,79,71
27,27,27
93,80,69
229,217,214
27,29,33
28,33,52
245,226,226
19,21,22
151,148,144
32,35,63
209,203,202
240,235,208
219,219,218
13,16,16
165,165,164
39,39,39
127,117,113
172,180,189
240,240,240
150,80,35
32,33,32
239,237,236
30,30,30
20,20,20
77,78,78
27,29,28
71,20,35
195,213,218
34,35,37
31,35,49
221,222,222
28,29,38
55,55,55
21,22,26
20,21,23
234,225,224
26,26,26
49,74,68
40,40,41
21,22,22
56,57,60
45,18,24
18,18,19
149,102,116
50,53,71
111,31,51
145,53,61
41,42,39
241,241,241
234,234,234
59,45,55
44,44,52
19,21,22
238,239,244
237,237,235
77,44,98
62,73,102
31,32,34
164,165,164
231,218,210
164,164,164
120,143,113
85,87,88
37,36,44
47,47,52
27,27,31
45,39,48
249,231,241
133,51,91
241,202,182
14,16,16
34,39,54
15,15,15
65,71,49
238,238,237
33,31,36
235,234,236
227,226,217
233,221,224
222,210,204
27,29,42
44,37,38
67,53,32
234,235,234
157,156,155
30,32,31
225,225,219
9,10,11
232,232,230
103,31,23
251,222,61
39,45,62
210,165,52
20,20,20
242,243,245
219,218,218
28,28,29
77,55,53
238,221,220
155,157,160
117,117,115
34,34,33
17,20,21
227,151,145
129,95,102
53,54,55
226,226,226
26,25,26
80,29,40
209,122,110
199,51,56
245,244,242
142,143,142
107,108,110
137,138,136
27,27,27
207,38,45
48,46,55
207,38,45
16,16,16
35,40,58
241,242,240
208,85,55
35,37,39
47,109,82
196,78,87
62,56,54
20,21,22
69,98,88
119,119,125
34,35,46
228,227,231
87,90,62
25,26,26
49,38,50
188,206,225
227,224,221
234,234,236
15,17,17
29,30,45
230,202,188
205,134,57
234,233,231
95,97,76
19,20,19
71,78,88
75,35,81
40,41,40
33,34,32
35,92,117
234,234,234
18,34,30
252,109,59
43,48,51
32,30,37
242,117,196
23,29,47
21,22,21
239,192,184
91,82,68
223,200,201
32,33,36
232,232,232
37,39,40
227,205,203
242,242,242
66,66,66
246,246,251
34,34,31
238,238,236
22,23,22
40,41,41
180,176,167
232,232,228
112,114,113
99,27,29
71,110,197
22,23,24
242,242,237
33,33,34
90,35,39
242,242,234
34,35,42
84,83,79
190,174,166
27,29,42
99,107,112
62,77,97
233,187,170
227,83,156
71,72,72
106,111,179
66,67,83
236,200,50
37,28,31
231,232,231
241,198,102
240,236,238
25,26,28
244,244,243
49,88,182
32,33,33
240,241,241
241,241,241
224,224,227
156,109,109
21,24,26
240,241,241
48,48,51
177,95,107
21,21,21
118,73,53
34,33,35
199,148,94
41,42,40
21,23,30
247,246,242
241,241,241
167,43,66
228,226,233
24,26,28
24,33,55
241,241,241
238,238,238
241,241,241
164,164,164
192,188,191
40,46,40
192,192,187
75,30,53
142,144,150
45,45,72
128,129,131
39,57,90
73,77,162
42,43,40
230,230,231
26,27,26
156,161,169
19,21,20
23,123,124
51,100,159
246,210,228
216,162,134
90,41,45
228,229,231
103,111,123
140,114,102
144,74,67
237,222,142
14,15,17
142,144,151
170,170,170
230,230,229
238,238,237
135,160,195
244,244,243
203,134,75
38,41,60
40,40,43
148,143,148
161,92,50
78,75,80
42,39,40
22,23,22
39,39,42
240,240,240
25,26,27
39,37,38
235,236,233
20,21,22
233,233,233
218,219,217
61,30,38
46,59,109
52,52,75
19,20,19
225,223,210
25,32,51
25,26,25
238,238,238
22,29,52
22,25,37
205,206,204
87,91,108
28,29,28
204,137,142
23,24,26
139,169,190
160,164,177
251,222,229
34,91,104
20,21,23
164,174,205
222,209,190
215,19,20
19,19,19
153,139,118
35,31,30
229,230,224
154,155,153
161,81,69
102,115,144
92,123,134
43,41,34
135,135,135
122,23,91
222,160,128
35,33,35
20,21,18
66,86,172
245,245,245
177,169,50
12,12,12
13,14,14
176,155,151
29,31,31
54,48,55
24,25,26
203,203,207
106,98,79
18,16,16
39,46,69
33,35,35
207,155,167
146,150,150
186,173,173
177,164,154
27,30,38
18,19,21
237,237,231
238,235,228
110,112,113
223,142,46
233,233,237
107,24,38
143,91,43
219,206,190
222,162,67
227,214,214
241,240,246
236,237,241
233,233,231
172,166,160
165,158,168
114,126,117
17,17,19
236,236,236
236,235,230
26,30,44
236,217,151
100,98,135
28,29,31
168,168,170
217,214,203
217,214,203
53,61,52
106,110,86
62,70,87
244,218,215
162,162,157
21,21,21
238,238,236
36,37,46
27,28,45
66,61,44
57,58,56
244,243,247
24,24,26
35,37,49
153,150,142
242,241,237
152,67,70
160,70,36
238,239,233
20,23,30
58,57,65
211,58,74
65,65,65
55,61,85
45,52,67
26,27,28
230,230,231
227,226,223
65,27,29
136,155,162
129,132,150
35,38,60
23,24,38
36,43,69
32,32,33
30,30,34
243,240,240
32,37,56
101,100,88
159,160,164
33,34,53
35,35,36
23,30,43
23,25,27
19,19,29
228,228,228
16,15,18
32,35,36
17,16,17
80,113,128
97,97,97
20,22,22
136,90,48
98,21,38
59,35,34
222,205,122
231,231,226
34,43,67
246,246,244
61,51,49
217,218,223
28,29,29
44,44,44
111,152,156
43,45,39
191,191,192
84,77,82
241,242,239
243,241,241
29,29,29
199,18,34
47,43,41
213,214,218
252,88,56
236,234,230
101,74,151
21,24,32
129,159,196
23,68,66
239,57,62
179,141,135
15,15,15
17,14,18
21,104,98
52,49,56
30,30,30
133,104,111
19,21,22
110,125,146
98,109,130
200,20,37
110,98,94
241,235,215
232,219,227
48,47,49
35,32,39
221,219,218
27,28,29
86,71,87
186,69,51
143,138,106
44,45,52
144,70,56
55,55,62
235,234,233
110,110,110
240,239,237
243,244,243
6,155,91
144,48,43
233,233,227
225,221,232
235,208,200
15,16,15
236,236,236
44,31,31
85,97,99
173,66,51
137,117,95
156,82,90
38,48,66
191,197,205
241,242,244
239,239,237
60,59,60
162,123,116
188,54,67
227,227,225
214,131,63
224,212,215
204,135,132
109,109,99
19,21,21
26,27,34
105,106,106
231,231,231
32,32,36
37,44,65
206,66,116
236,197,64
22,27,48
34,35,47
222,223,223
212,205,228
34,32,35
7,54,53
67,79,106
73,23,34
33,33,33
203,196,77
69,65,71
67,70,65
58,61,69
155,99,107
209,210,205
202,143,29
163,165,168
150,153,132
238,209,202
26,24,22
39,40,39
120,116,109
223,221,219
141,109,90
234,234,229
37,37,37
147,151,127
26,25,27
99,102,117
177,61,91
235,235,235
228,197,196
230,231,227
17,18,18
29,29,28
104,63,78
93,100,103
204,198,191
141,141,144
222,219,210
252,201,205
231,228,189
30,30,30
210,72,76
183,178,179
194,83,73
58,26,39
21,22,23
27,27,27
244,243,242
17,20,21
61,79,109
82,29,37
133,95,59
219,218,212
202,179,171
124,161,199
228,82,88
10,10,12
12,14,14
47,46,43
107,92,94
23,23,23
32,37,54
24,24,43
20,22,23
26,27,30
164,129,119
19,19,17
27,26,23
18,20,21
40,41,44
20,21,26
218,219,218
242,242,244
28,28,30
222,126,129
43,44,43
220,33,44
111,73,62
16,17,19
133,184,224
212,195,189
251,118,177
247,248,247
165,145,89
17,18,20
194,2,23
38,38,44
17,21,22
222,223,221
25,25,25
241,203,211
17,140,246
222,236,174
245,163,87
42,45,64
50,83,114
36,38,37
28,28,28
44,45,53
238,238,238
35,35,42
225,224,220
131,119,121
235,236,238
230,228,180
23,24,26
210,163,154
57,54,49
186,189,184
205,191,185
214,192,192
23,25,32
218,219,218
32,31,36
30,31,32
87,87,86
243,168,202
172,187,208
134,112,69
228,228,219
242,242,244
96,37,45
23,23,27
43,43,43
32,34,35
47,51,51
216,205,205
247,242,245
237,238,238
204,201,201
73,31,36
35,37,38
26,34,50
28,29,30
175,175,176
34,35,36
216,217,214
105,51,77
155,166,194
227,227,225
28,30,35
29,47,42
191,17,63
22,23,26
216,201,208
11,12,13
242,245,165
181,182,181
31,39,52
79,76,80
228,228,228
104,87,88
235,233,234
34,43,58
62,62,62
195,24,57
16,17,17
220,127,124
107,107,107
238,236,235
230,203,224
23,24,24
13,15,17
210,199,194
75,75,84
151,22,35
27,25,27
21,22,27
34,33,37
246,242,246
241,242,242
237,238,237
228,229,230
210,209,203
228,226,229
239,239,234
240,224,226
35,36,36
35,36,36
29,168,210
219,71,71
168,143,126
60,51,52
238,238,238
6,181,168
45,30,29
30,28,31
234,232,230
54,44,42
248,248,248
241,241,241
218,223,233
50,102,180
186,202,225
240,110,73
23,24,27
239,57,57
80,51,56
78,107,111
241,239,241
98,96,105
40,41,43
190,217,239
20,21,23
227,229,233
160,157,162
61,61,62
17,17,17
243,243,245
99,102,107
93,24,40
87,46,63
44,45,50
17,72,203
240,240,240
245,230,222
231,233,234
235,235,238
22,24,23
240,242,239
243,242,239
19,21,20
61,60,66
251,57,110
245,245,244
35,34,32
29,32,42
234,234,234
238,238,234
247,238,238
35,36,37
165,39,50
47,47,45
156,176,170
236,236,236
209,26,43
245,242,237
229,207,186
236,235,232
32,31,28
231,231,228
213,192,193
13,13,11
24,25,25
214,184,183
245,245,245
11,11,10
48,48,50
36,41,56
35,41,62
246,229,237
16,18,17
240,238,238
87,87,87
23,24,26
141,120,108
234,226,221
232,222,223
74,162,174
27,25,28
238,238,235
165,191,220
67,73,79
26,26,27
44,64,131
89,92,95
20,26,29
192,208,225
45,46,48
138,19,39
48,57,47
25,25,25
71,92,100
25,25,25
231,231,229
43,45,62
97,25,50
48,51,51
46,66,135
43,51,81
26,28,28
32,32,32
218,218,218
175,57,74
205,206,204
194,195,193
38,32,29
25,27,27
246,247,246
25,26,26
58,62,129
30,31,31
243,243,243
29,30,31
172,54,67
17,17,21
23,25,24
222,223,224
146,143,149
220,196,194
22,22,21
34,34,34
235,235,234
17,18,20
215,213,216
43,46,71
235,235,235
34,34,37
37,37,37
236,238,237
34,44,77
53,76,119
230,231,232
202,12,41
23,27,39
90,35,43
203,141,48
112,125,142
18,24,33
36,37,36
14,14,14
201,204,200
229,227,232
238,233,214
70,70,69
70,77,53
215,209,208
236,228,206
32,33,33
154,83,141
54,85,101
98,24,36
28,29,28
242,239,237
47,43,51
27,27,27
244,244,244
38,41,45
178,66,35
128,26,56
120,123,132
53,53,54
202,126,104
243,244,241
161,80,82
10,12,12
33,33,33
21,22,23
71,73,66
83,29,37
27,28,29
241,211,204
139,140,137
251,206,234
249,209,218
250,97,68
13,78,177
96,31,31
236,236,241
18,18,18
230,230,230
74,79,56
231,231,231
233,224,213
35,33,38
216,217,215
28,29,31
15,15,15
39,87,62
9,87,110
231,245,244
18,19,21
243,245,245
24,27,56
55,50,58
240,239,243
179,184,197
99,99,99
207,219,225
242,231,232
28,27,28
245,223,216
19,19,19
50,52,53
27,30,49
42,43,43
230,178,25
29,28,26
194,124,26
212,213,215
33,29,31
240,240,242
202,144,152
26,27,28
72,76,63
24,27,28
228,224,219
44,44,45
22,24,26
198,183,173
218,169,88
236,232,148
29,30,32
24,23,23
27,28,35
38,34,27
25,26,43
140,168,186
19,20,21
32,32,32
35,37,36
40,42,56
27,28,29
228,229,219
223,149,89
45,45,45
26,27,26
187,89,47
39,46,68
207,208,212
29,29,27
241,195,42
64,65,68
111,50,77
26,27,29
139,222,230
50,51,73
95,95,84
16,17,17
71,57,64
127,139,145
251,211,210
121,113,112
20,22,22
230,231,237
45,67,149
25,27,27
245,245,245
234,234,234
77,71,67
197,164,66
18,19,20
190,199,192
23,22,27
32,33,33
211,210,206
70,70,74
235,65,80
170,143,120
208,210,207
3,86,86
80,80,108
69,71,61
69,14,24
41,41,42
219,28,50
222,223,224
208,192,177
242,242,242
52,48,47
52,48,47
114,49,41
22,22,22
24,24,23
23,24,25
79,79,74
246,246,247
31,31,31
226,227,227
233,176,74
33,32,36
243,148,132
27,36,70
220,156,6
239,240,237
172,156,143
22,57,161
18,20,20
223,220,219
169,158,146
35,35,34
77,75,71
55,54,41
78,69,78
100,88,55
167,166,162
35,35,33
19,21,21
168,171,168
225,222,213
29,27,32
86,89,69
45,48,40
77,34,42
10,64,102
25,24,22
59,57,64
223,224,223
24,25,26
80,75,73
151,116,84
146,145,149
11,21,34
194,216,240
237,227,195
63,66,66
36,34,36
239,240,239
73,32,50
186,139,123
207,167,160
89,41,53
105,105,105
63,65,59
219,126,155
229,230,227
40,50,71
